packet_count,size_mean,size_std,iat_mean,iat_std,duration,bitrate,label,protocol,port
641,604.3338533541341,29.781852607687885,0.0075861078124999995,0.010639763644105946,4.855109,638301.6323629398,TV,TCP,5001
134,606.0,0.0,0.03589877443609022,0.0511730256933355,4.774537,136061.77939347838,TV,TCP,5001
164,606.0,0.0,0.030063380368098157,0.03360492330151528,4.9003309999999995,162248.6317760984,TV,TCP,5001
142,606.0,0.0,0.03457913475177306,0.0389139328130919,4.875658000000001,141194.48082699807,TV,TCP,5001
172,606.0,0.0,0.02890191812865497,0.032257430826847254,4.942228,168720.66606396952,TV,TCP,5001
155,606.0,0.0,0.03232433116883117,0.03527241321247926,4.977947,150953.79681623768,TV,TCP,5001
170,606.0,0.0,0.02939210650887573,0.03175386391789926,4.967265999999999,165918.23349101905,TV,TCP,5001
163,606.0,0.0,0.030321753086419788,0.032946846291883734,4.912124000000006,160872.16039334494,TV,TCP,5001
140,606.0,0.0,0.03516312949640284,0.038897954868070905,4.887674999999994,138863.57010234945,TV,TCP,5001
172,606.0,0.0,0.02868625146198831,0.03274773979917251,4.905349000000001,169989.1281945484,TV,TCP,5001
171,606.0,0.0,0.028948517647058816,0.031049393557632365,4.9212479999999985,168454.8309697053,TV,TCP,5001
163,606.0,0.0,0.030833592592592624,0.03305569966253449,4.995042000000005,158201.67277872722,TV,TCP,5001
163,606.0,0.0,0.030848790123456787,0.03337857486184526,4.997503999999999,158123.73536869607,TV,TCP,5001
171,606.0,0.0,0.02863557058823532,0.03207585311300906,4.868047000000004,170295.80856552933,TV,TCP,5001
168,606.0,0.0,0.0297555688622755,0.03285331010209432,4.969180000000009,163903.09870038892,TV,TCP,5001
168,606.0,0.0,0.029491173652694627,0.033033590474915525,4.925026000000003,165372.5279825933,TV,TCP,5001
167,606.0,0.0,0.029441668674698857,0.0315299819188001,4.88731700000001,165656.53506821807,TV,TCP,5001
150,606.0,0.0,0.03352768456375842,0.03682237575336521,4.995625000000004,145567.37145001866,TV,TCP,5001
175,606.0,0.0,0.028476028735632205,0.03267396169039025,4.954829000000004,171226.89804229356,TV,TCP,5001
173,606.0,0.0,0.02889223837209302,0.0318584096012508,4.969465,168771.48747400375,TV,TCP,5001
163,606.0,0.0,0.030220024691357962,0.03230716683493972,4.89564399999999,161413.69756461083,TV,TCP,5001
170,606.0,0.0,0.029219130177514818,0.03193933991095437,4.938033000000004,166900.46421317948,TV,TCP,5001
171,606.0,0.0,0.029179617647058866,0.031054460226791165,4.960535000000007,167120.68355530174,TV,TCP,5001
158,606.0,0.0,0.03136183439490442,0.03621344819523811,4.923807999999994,155567.39824136134,TV,TCP,5001
516,85.32558139534883,10.222837172516146,0.009416398058252427,0.010549160780811615,4.849444999999999,72631.81663056288,TV,TCP,5001
90,76.04444444444445,7.381525152720602,0.053620606741573026,0.05185492351031932,4.772233999999999,11473.03338436464,TV,TCP,5001
89,71.25842696629213,2.912692448722634,0.055588261363636364,0.03185102321051377,4.891767,10371.712307638529,TV,TCP,5001
97,76.9278350515464,8.010621071563268,0.05076250000000001,0.04077946974632801,4.873200000000001,12249.856357219074,TV,TCP,5001
109,74.55045871559633,5.8724769925570675,0.045734462962962935,0.03504882376042534,4.939321999999997,13161.320521318521,TV,TCP,5001
118,76.10169491525424,4.959821331029663,0.04260109401709403,0.036628637765136945,4.984328000000001,14413.176660926003,TV,TCP,5001
93,71.46236559139786,3.0919915278471275,0.05301955434782612,0.03231982065987059,4.877799000000003,10899.998134404465,TV,TCP,5001
104,73.92307692307692,4.960793026888071,0.04768584466019418,0.03547608164617626,4.9116420000000005,12522.085282274236,TV,TCP,5001
97,75.27835051546391,5.495531958419029,0.05094023958333338,0.042465016802251745,4.8902630000000045,11945.3698093538,TV,TCP,5001
98,72.36734693877551,4.457023247255085,0.05059702061855676,0.0317451969851888,4.907911000000006,11560.111827618703,TV,TCP,5001
119,74.97478991596638,4.972972641050603,0.04233922033898301,0.033152585374841836,4.9960279999999955,14286.549234712069,TV,TCP,5001
102,73.6078431372549,4.962915143390235,0.0487393366336634,0.035810349810771594,4.922673000000003,12201.501095035148,TV,TCP,5001
111,76.55855855855856,7.057913180451223,0.044733227272727306,0.03426715791877307,4.9206550000000036,13816.046847421725,TV,TCP,5001
103,72.64077669902913,3.7619824585048036,0.047704558823529405,0.034271314057488456,4.865864999999999,12301.204410726563,TV,TCP,5001
108,73.62962962962963,3.9828163137096486,0.04643524299065418,0.03385610319883447,4.968570999999997,12803.681380421058,TV,TCP,5001
112,73.78571428571429,3.9942560800045177,0.04437386486486488,0.035035911593647794,4.925499000000002,13422.396390700713,TV,TCP,5001
109,73.74311926605505,3.991743013838429,0.044566509259259215,0.033384922374532784,4.813182999999995,13359.97405459133,TV,TCP,5001
93,74.73118279569893,7.533637521139378,0.0543245434782608,0.03730678126619626,4.997857999999994,11124.76584969002,TV,TCP,5001
120,77.73333333333333,8.449589076135926,0.04118439495798318,0.033437701703271205,4.900942999999998,15226.45743890513,TV,TCP,5001
114,73.78947368421052,3.9944559917916376,0.04397437168141594,0.03573802994882147,4.9691040000000015,13542.884189986762,TV,TCP,5001
95,74.46315789473684,7.848312626312256,0.052059329787234127,0.03367055056592482,4.893577000000008,11564.5467517932,TV,TCP,5001
108,74.14814814814815,5.161852263758324,0.04610642990654213,0.0320350114622305,4.933388000000008,12985.802049220514,TV,TCP,5001
119,75.5126050420168,5.560765236950646,0.04204032203389829,0.033228647610891573,4.9607579999999984,14491.333784070906,TV,TCP,5001
96,74.91666666666667,7.604366435732099,0.051438042105263246,0.036126948271167914,4.886614000000009,11774.206024867095,TV,TCP,5001
305,1046.0,0.0,0.01641144407894737,0.017759040842943802,4.989079,511565.36106163077,Camera,UDP,1002
96,1046.0,0.0,0.051731357894736846,0.03569910749080902,4.914479,163461.47780873618,Camera,UDP,1002
99,1046.0,0.0,0.050382030612244895,0.03375881465918122,4.9374389999999995,167785.76910013473,Camera,UDP,1002
88,1046.0,0.0,0.0559738275862069,0.03774914190063952,4.8697230000000005,151216.8145908915,Camera,UDP,1002
98,1046.0,0.0,0.051182927835051545,0.03354501371622326,4.964744,165177.49958507429,Camera,UDP,1002
89,1046.0,0.0,0.05501577272727271,0.037214038006732696,4.8413879999999985,153830.26520493714,Camera,UDP,1002
103,1046.0,0.0,0.04878222549019605,0.03175233179855052,4.975786999999997,173219.6333966869,Camera,UDP,1002
94,1046.0,0.0,0.05269972043010754,0.03631551623487863,4.901074000000001,160493.80197075167,Camera,UDP,1002
86,1046.0,0.0,0.05822600000000001,0.03810630968040322,4.949210000000001,145406.6406557814,Camera,UDP,1002
100,1046.0,0.0,0.04961287878787881,0.032357330923460936,4.9116750000000025,170369.57860607625,Camera,UDP,1002
101,1046.0,0.0,0.04917318000000002,0.032565523986996,4.917318000000002,171875.80709647,Camera,UDP,1002
98,1046.0,0.0,0.050574103092783484,0.03350428673526455,4.905687999999998,167165.95103479887,Camera,UDP,1002
96,1046.0,0.0,0.051644157894736885,0.03303906934566519,4.906195000000004,163737.478840527,Camera,UDP,1002
96,1046.0,0.0,0.05194947368421047,0.034305466325459506,4.935199999999995,162775.16615334756,Camera,UDP,1002
98,1046.0,0.0,0.050828783505154615,0.03231132863899303,4.930391999999998,166328.35685276147,Camera,UDP,1002
96,1046.0,0.0,0.0516420210526317,0.03387252776357722,4.905992000000012,163744.2539653546,Camera,UDP,1002
100,1046.0,0.0,0.04997384848484851,0.03293810279700351,4.9474110000000024,169138.96985716358,Camera,UDP,1002
89,1046.0,0.0,0.055519874999999885,0.0374648344298941,4.88574899999999,152433.5368026482,Camera,UDP,1002
96,1046.0,0.0,0.052114431578947434,0.03404637349932912,4.9508710000000065,162259.93365611808,Camera,UDP,1002
98,1046.0,0.0,0.05126032989690719,0.03391906677126344,4.9722519999999975,164928.0848999609,Camera,UDP,1002
98,1046.0,0.0,0.050309010309278396,0.033766817851316,4.879974000000004,168046.79697063947,Camera,UDP,1002
99,1046.0,0.0,0.05058995918367355,0.03261332743661909,4.957816000000008,167096.1568561638,Camera,UDP,1002
95,1046.0,0.0,0.05179972340425533,0.03415942446959077,4.869174000000001,163263.83078526251,Camera,UDP,1002
64,1046.0,0.0,0.05813171428571417,0.038737731031565054,3.6622979999999927,146233.86736961358,Camera,UDP,1002
185,600.227027027027,55.222129566543664,0.026991793478260872,0.057197908251229265,4.96649,178865.9596616524,Laptop,TCP,6000
155,606.0,0.0,0.031890636363636364,0.03430586192834966,4.911158,153006.6839633341,Laptop,TCP,6000
155,606.0,0.0,0.032048428571428575,0.03430956501404063,4.935458000000001,152253.34710578024,Laptop,TCP,6000
152,606.0,0.0,0.03252892052980133,0.03604691797124236,4.911867000000001,150023.60609519758,Laptop,TCP,6000
163,606.0,0.0,0.030314308641975322,0.03302240780441413,4.910918000000002,160911.66661711712,Laptop,TCP,6000
151,606.0,0.0,0.03322418666666664,0.03465404595452711,4.983627999999996,146890.57851027415,Laptop,TCP,6000
172,606.0,0.0,0.02889149122807016,0.031695980096799456,4.940444999999997,168781.55712693906,Laptop,TCP,6000
153,606.0,0.0,0.03254916447368418,0.03453963684828077,4.947472999999995,149923.80958925915,Laptop,TCP,6000
147,606.0,0.0,0.033818219178082205,0.035941119527789486,4.9374600000000015,144336.56171391765,Laptop,TCP,6000
163,606.0,0.0,0.030597487654321017,0.03359489973089463,4.956793000000005,159422.43301263524,Laptop,TCP,6000
175,606.0,0.0,0.028465448275862056,0.03035569289419018,4.952987999999998,171290.54219392422,Laptop,TCP,6000
168,606.0,0.0,0.029639622754490995,0.03212746445667008,4.949816999999996,164544.264969796,Laptop,TCP,6000
162,606.0,0.0,0.030709260869565238,0.03303123657815848,4.9441910000000036,158848.2321981492,Laptop,TCP,6000
166,606.0,0.0,0.029809078787878786,0.0316491714730916,4.918498,163620.68257423304,Laptop,TCP,6000
167,606.0,0.0,0.029810957831325348,0.032196316642273,4.948619000000008,163604.4318627073,Laptop,TCP,6000
166,606.0,0.0,0.029862830303030326,0.03187469567533936,4.927367000000004,163326.1739992169,Laptop,TCP,6000
162,606.0,0.0,0.030279006211180143,0.03353061944334813,4.874920000000003,161105.41301190574,Laptop,TCP,6000
162,606.0,0.0,0.030609447204968884,0.03301931956571208,4.92812099999999,159366.2168603412,Laptop,TCP,6000
167,606.0,0.0,0.02991162650602415,0.033014596089196935,4.965330000000009,163053.8151542795,Laptop,TCP,6000
165,606.0,0.0,0.02979431097560969,0.03246770489112487,4.8862669999999895,163707.79574673297,Laptop,TCP,6000
163,606.0,0.0,0.030598179012345628,0.03283673590790091,4.956904999999992,159418.83090355803,Laptop,TCP,6000
169,606.0,0.0,0.029347142857142825,0.03321280139338174,4.930319999999995,166178.26023462997,Laptop,TCP,6000
161,606.0,0.0,0.031028575000000023,0.03426170819653247,4.964572000000004,157219.5951634903,Laptop,TCP,6000
107,606.0,0.0,0.02952625471698103,0.034740272734957986,3.129782999999989,165741.8421660549,Laptop,TCP,6000
144,76.47222222222223,6.036859517953534,0.03480647552447553,0.037906358761335926,4.977326000000001,17699.46352720316,Laptop,TCP,6000
99,74.52525252525253,5.815936716103947,0.05033941836734694,0.03891494069197144,4.933263,11964.49489921782,Laptop,TCP,6000
101,76.17821782178218,7.371870592445422,0.04918173999999999,0.03766174034471076,4.918173999999999,12515.213979822596,Laptop,TCP,6000
85,71.31764705882352,2.9673191097288374,0.05846078571428573,0.033416638088957604,4.910706000000001,9875.56575368185,Laptop,TCP,6000
111,75.47747747747748,5.879950430088977,0.04460536363636365,0.03513672646798426,4.906590000000001,13659.996046133869,Laptop,TCP,6000
94,73.74468085106383,5.179616699473342,0.05345036559139787,0.03410185280016297,4.970884000000002,11156.16457756809,Laptop,TCP,6000
100,72.8,4.849742261192857,0.05002515151515156,0.03330795830051429,4.9524900000000045,11759.741059547812,Laptop,TCP,6000
100,73.92,4.307389000310978,0.04982387878787878,0.036622349524469335,4.932563999999999,11988.89664685547,Laptop,TCP,6000
